"CFIPS","YEAR","COUNTY","Total Population","Births","Deaths","Net Migration","Natural Increase","Census Building Permits","Group Quarters Population","Household Population","Households","Household Size","Total Housing Units","Vacancy Rate","Vacant Housing Units",
"19","1991","Clear Creek County","7653","108","32","-36","76","22","41","7,612","2,972","2.56","4,834","38.5","1,862",
"19","1992","Clear Creek County","7842","114","34","109","80","65","44","7,798","3,132","2.49","4,856","35.5","1,724",
"19","1993","Clear Creek County","8037","114","37","118","77","69","47","7,990","3,324","2.4","4,921","32.5","1,597",
"19","1994","Clear Creek County","8458","118","44","347","74","81","50","8,408","3,485","2.41","4,990","30.2","1,505",
"19","1995","Clear Creek County","8684","117","54","163","63","83","50","8,634","3,579","2.41","5,071","29.4","1,492",
"19","1996","Clear Creek County","8716","122","50","-40","72","93","50","8,666","3,606","2.4","5,154","30","1,548",
"19","1997","Clear Creek County","8880","103","36","97","67","83","51","8,829","3,700","2.39","5,247","29.5","1,547",
"19","1998","Clear Creek County","8998","101","36","53","65","102","51","8,947","3,750","2.39","5,330","29.6","1,580",
"19","1999","Clear Creek County","9183","116","42","111","74","88","51","9,132","3,827","2.39","5,432","29.5","1,605",
"19","2000","Clear Creek County","9361","110","39","104","71","14","42","9,319","4,050","2.3","5,175","21.739","1,125",
"19","2001","Clear Creek County","9464","118","38","23","80","56","42","9,422","4,122","2.29","5,245","21.411","1,123",
"19","2002","Clear Creek County","9466","108","50","-56","58","63","42","9,424","4,151","2.27","5,313","21.871","1,162",
"19","2003","Clear Creek County","9517","92","48","7","44","71","42","9,475","4,200","2.26","5,382","21.962","1,182",
"19","2004","Clear Creek County","9461","102","44","-114","58","56","42","9,419","4,203","2.24","5,461","23.036","1,258",
"19","2005","Clear Creek County","9392","99","60","-108","39","41","42","9,350","4,203","2.22","5,511","23.734","1,308",
"19","2006","Clear Creek County","9279","121","42","-192","79","34","42","9,237","4,179","2.21","5,545","24.635","1,366",
"19","2007","Clear Creek County","9333","82","57","29","25","33","42","9,291","4,233","2.19","5,596","24.357","1,363",
"19","2008","Clear Creek County","9294","99","43","-95","56","22","42","9,252","4,243","2.18","5,638","24.743","1,395",
"19","2009","Clear Creek County","9060","76","43","-267","33","15","42","9,018","4,165","2.17","5,664","26.465","1,499",
"21","1985","Conejos County","7776","143","60","-312","83","1","0","7,776","2,486","3.13","3,316","25","830",
"21","1986","Conejos County","7947","137","79","113","58","0","0","7,947","2,576","3.09","3,313","22.2","737",
"21","1987","Conejos County","8090","137","71","77","66","4","0","8,090","2,649","3.05","3,310","20","661",
"21","1988","Conejos County","7854","133","49","-320","84","1","0","7,854","2,599","3.02","3,318","21.7","719",
"21","1989","Conejos County","7623","137","63","-305","74","0","0","7,623","2,553","2.99","3,309","22.8","756",
"21","1990","Conejos County","7451","128","54","-246","74","1","30","7,421","2,492","2.98","3,574","30.3","1,082",
"21","1991","Conejos County","7534","111","54","26","57","0","28","7,506","2,378","3.16","3,575","33.5","1,197",
"21","1992","Conejos County","7514","113","82","-51","31","1","29","7,485","2,443","3.06","3,575","31.7","1,132",
"21","1993","Conejos County","7642","127","63","64","64","0","30","7,612","2,518","3.02","3,576","29.6","1,058",
"21","1994","Conejos County","7755","116","71","68","45","4","31","7,724","2,543","3.04","3,581","29","1,038",
"21","1995","Conejos County","7906","116","76","111","40","1","31","7,875","2,582","3.05","3,585","28","1,003",
"21","1996","Conejos County","8019","132","70","51","62","168","31","7,988","2,615","3.05","3,586","27.1","971",
"21","1997","Conejos County","8100","128","66","19","62","166","32","8,068","2,651","3.04","3,754","29.4","1,103",
"21","1998","Conejos County","8187","134","84","37","50","175","32","8,155","2,670","3.05","3,920","31.9","1,250",
"21","1999","Conejos County","8308","121","72","72","49","181","32","8,276","2,698","3.07","3,888","30.6","1,190",
"21","2000","Conejos County","8408","142","85","38","57","0","53","8,355","2,989","2.8","3,887","23.103","898",
"21","2001","Conejos County","8365","133","72","-104","61","0","53","8,312","2,990","2.78","3,886","23.057","896",
"21","2002","Conejos County","8389","105","74","-7","31","0","53","8,336","3,015","2.76","3,887","22.434","872",
"21","2003","Conejos County","8387","109","75","-36","34","198","53","8,334","3,032","2.75","4,084","25.759","1,052",
"21","2004","Conejos County","8501","122","75","67","47","29","53","8,448","3,093","2.73","4,112","24.781","1,019",
"21","2005","Conejos County","8500","123","72","-52","51","46","53","8,447","3,111","2.72","4,157","25.162","1,046",
"21","2006","Conejos County","8470","116","64","-82","52","36","53","8,417","3,120","2.7","4,193","25.59","1,073",
"21","2007","Conejos County","8433","127","74","-90","53","37","53","8,380","3,123","2.68","4,228","26.135","1,105",
"21","2008","Conejos County","8384","123","77","-95","46","28","53","8,331","3,123","2.67","4,257","26.638","1,134",
"21","2009","Conejos County","8210","113","79","-208","34","14","53","8,157","3,079","2.65","4,274","27.96","1,195",
"23","1985","Costilla County","3363","50","20","73","30","0","0","3,363","1,167","2.88","1,614","27.7","447",
"23","1986","Costilla County","3307","39","36","-59","3","0","0","3,307","1,158","2.86","1,640","29.4","482",
"23","1987","Costilla County","3349","57","24","9","33","0","0","3,349","1,181","2.84","1,667","29.2","486",
"23","1988","Costilla County","3397","43","23","28","20","0","0","3,397","1,207","2.81","1,671","27.8","464",
"23","1989","Costilla County","3277","54","21","-153","33","0","0","3,277","1,175","2.79","1,600","26.6","425",
"23","1990","Costilla County","3193","40","29","-95","11","0","2","3,191","1,192","2.68","1,743","31.6","551",
"23","1991","Costilla County","3256","40","23","46","17","0","0","3,256","1,137","2.86","1,743","34.8","606",
"23","1992","Costilla County","3190","45","24","-87","21","0","2","3,188","1,196","2.67","1,743","31.4","547",
"23","1993","Costilla County","3337","44","38","141","6","0","2","3,335","1,223","2.73","2,133","42.7","910",
"23","1994","Costilla County","3376","50","33","22","17","0","2","3,374","1,224","2.76","2,133","42.6","909",
"23","1995","Costilla County","3511","58","36","113","22","0","2","3,509","1,265","2.77","2,133","40.7","868",
"23","1996","Costilla County","3581","42","39","67","3","0","2","3,579","1,290","2.77","2,133","39.5","843",
"23","1997","Costilla County","3641","47","46","59","1","0","2","3,639","1,314","2.77","2,133","38.4","819",
"23","1998","Costilla County","3700","40","37","56","3","0","2","3,698","1,329","2.78","2,133","37.7","804",
"23","1999","Costilla County","3679","50","36","-35","14","0","2","3,677","1,314","2.8","2,133","38.4","819",
"23","2000","Costilla County","3674","40","37","-9","3","0","0","3,674","1,511","2.43","2,211","31.66","700",
"23","2001","Costilla County","3741","47","38","58","9","0","0","3,741","1,547","2.42","2,244","31.061","697",
"23","2002","Costilla County","3734","47","33","-21","14","0","0","3,734","1,557","2.4","2,278","31.651","721",
"23","2003","Costilla County","3800","48","46","64","2","0","0","3,800","1,594","2.38","2,300","30.696","706",
"23","2004","Costilla County","3802","29","51","24","-22","0","0","3,802","1,605","2.37","2,330","31.116","725",
"23","2005","Costilla County","3695","39","34","-112","5","25","0","3,695","1,570","2.35","2,373","33.839","803",
"23","2006","Costilla County","3698","39","39","3","0","23","0","3,698","1,583","2.34","2,426","34.749","843",
"23","2007","Costilla County","3676","29","32","-19","-3","19","0","3,676","1,585","2.32","2,473","35.908","888",
"23","2008","Costilla County","3611","31","38","-58","-7","17","0","3,611","1,569","2.3","2,523","37.812","954",
"23","2009","Costilla County","3505","33","29","-110","4","12","0","3,505","1,533","2.29","2,584","40.673","1,051",
"25","1985","Crowley County","2997","51","36","94","15","1","53","2,944","1,262","2.33","1,309","3.6","47",
"25","1986","Crowley County","2985","51","42","-21","9","3","53","2,932","1,288","2.28","1,310","1.7","22",
"25","1987","Crowley County","3072","42","33","78","9","42","56","3,016","1,341","2.25","1,362","1.5","21",
"25","1988","Crowley County","3842","41","31","760","10","1","945","2,897","1,340","2.16","1,405","4.6","65",
"25","1989","Crowley County","3901","32","48","75","-16","1","1,070","2,831","1,322","2.14","1,405","5.9","83",
"25","1990","Crowley County","3929","49","27","6","22","1","1,031","2,898","1,165","2.49","1,415","17.7","250",
"25","1991","Crowley County","3973","50","26","20","24","1","1,052","2,921","1,175","2.49","1,416","17","241",
"25","1992","Crowley County","4140","46","38","159","8","0","1,089","3,051","1,224","2.49","1,417","13.6","193",
"25","1993","Crowley County","4145","40","46","11","-6","0","1,081","3,064","1,223","2.51","1,417","13.7","194",
"25","1994","Crowley County","4207","29","56","89","-27","1","1,135","3,072","1,240","2.48","1,417","12.5","177",
"25","1995","Crowley County","4221","51","37","0","14","1","1,078","3,143","1,289","2.44","1,418","9.1","129",
"25","1996","Crowley County","4266","48","49","46","-1","2","1,140","3,126","1,324","2.36","1,419","6.7","95",
"25","1997","Crowley County","4303","44","37","30","7","2","1,184","3,119","1,338","2.33","1,442","7.2","104",
"25","1998","Crowley County","4286","52","51","-18","1","2","1,177","3,109","1,350","2.3","1,444","6.5","94",
"25","1999","Crowley County","4998","48","38","702","10","4","1,920","3,078","1,467","2.1","1,539","4.7","72",
"25","2000","Crowley County","5130","45","34","117","11","5","1,590","3,540","1,369","2.59","1,546","11.449","177",
"25","2001","Crowley County","5253","41","39","121","2","19","1,842","3,411","1,327","2.57","1,561","14.99","234",
"25","2002","Crowley County","5344","42","49","98","-7","3","1,975","3,369","1,319","2.55","1,561","15.503","242",
"25","2003","Crowley County","5156","43","49","-182","-6","2","1,850","3,306","1,305","2.53","1,560","16.346","255",
"25","2004","Crowley County","5432","53","55","278","-2","1","2,125","3,307","1,316","2.51","1,558","15.533","242",
"25","2005","Crowley County","5437","40","48","13","-8","4","2,240","3,197","1,281","2.5","1,560","17.885","279",
"25","2006","Crowley County","5713","35","47","288","-12","5","2,580","3,133","1,264","2.48","1,561","19.026","297",
"25","2007","Crowley County","5907","28","45","211","-17","0","2,865","3,042","1,238","2.46","1,559","20.59","321",
"25","2008","Crowley County","5893","31","40","-5","-9","8","2,925","2,968","1,217","2.44","1,562","22.087","345",
"25","2009","Crowley County","5803","44","47","-87","-3","0","2,938","2,865","1,184","2.42","1,561","24.151","377",
"27","1985","Custer County","2066","22","22","160","0","0","18","2,048","823","2.49","1,300","36.7","477",
"27","1986","Custer County","2075","26","18","1","8","1","18","2,057","839","2.45","1,304","35.7","465",
"27","1987","Custer County","2050","25","6","-44","19","1","18","2,032","839","2.42","1,310","36","471",
"27","1988","Custer County","1976","17","12","-79","5","14","17","1,959","821","2.39","1,313","37.5","492",
"27","1989","Custer County","1947","24","15","-38","9","0","17","1,930","821","2.35","1,336","38.5","515",
"27","1990","Custer County","1944","13","6","-10","7","0","1","1,943","770","2.52","2,216","65.3","1,446",
"27","1991","Custer County","2012","13","12","67","1","37","1","2,011","832","2.42","2,216","62.5","1,384",
"27","1992","Custer County","2141","28","19","120","9","44","1","2,140","941","2.27","2,253","58.2","1,312",
"27","1993","Custer County","2323","19","22","185","-3","66","1","2,322","945","2.46","2,297","58.9","1,352",
"27","1994","Custer County","2418","36","14","73","22","87","1","2,417","986","2.45","2,363","58.3","1,377",
"27","1995","Custer County","2618","34","12","178","22","92","1","2,617","1,075","2.43","2,450","56.1","1,375",
"27","1996","Custer County","2848","35","24","219","11","81","1","2,847","1,182","2.41","2,542","53.5","1,360",
"27","1997","Custer County","3057","30","13","192","17","218","1","3,056","1,286","2.38","2,623","51","1,337",
"27","1998","Custer County","3175","35","14","97","21","137","1","3,174","1,343","2.36","2,841","52.7","1,498",
"27","1999","Custer County","3364","34","21","176","13","90","1","3,363","1,434","2.35","2,978","51.8","1,544",
"27","2000","Custer County","3520","35","21","149","14","35","16","3,504","1,491","2.35","3,029","50.776","1,538",
"27","2001","Custer County","3730","30","15","195","15","139","16","3,714","1,595","2.33","3,079","48.197","1,484",
"27","2002","Custer County","3783","31","27","49","4","115","16","3,767","1,633","2.31","3,157","48.274","1,524",
"27","2003","Custer County","3934","25","28","154","-3","162","16","3,918","1,715","2.28","3,249","47.215","1,534",
"27","2004","Custer County","3984","36","21","35","15","126","16","3,968","1,755","2.26","3,313","47.027","1,558",
"27","2005","Custer County","4045","24","30","67","-6","106","16","4,029","1,800","2.24","3,442","47.705","1,642",
"27","2006","Custer County","4017","15","33","-10","-18","100","16","4,001","1,806","2.22","3,573","49.454","1,767",
"27","2007","Custer County","4130","23","26","116","-3","85","16","4,114","1,873","2.2","3,696","49.324","1,823",
"27","2008","Custer County","4119","26","26","-11","0","69","16","4,103","1,888","2.17","3,797","50.277","1,909",
"27","2009","Custer County","4166","24","39","62","-15","51","16","4,150","1,931","2.15","3,888","50.334","1,957",
"29","1985","Delta County","23466","323","245","-617","78","10","331","23,135","9,237","2.5","9,974","7.4","737",
"29","1986","Delta County","22353","290","222","-1,181","68","-6","316","22,037","8,903","2.48","9,689","8.1","786",
"29","1987","Delta County","21782","259","266","-564","-7","3","309","21,473","8,770","2.45","9,387","6.6","617",
"29","1988","Delta County","21502","236","248","-268","-12","-3","351","21,151","8,735","2.42","9,402","7.1","667",
"29","1989","Delta County","21205","241","265","-273","-24","-1","366","20,839","8,718","2.39","9,397","7.2","679",
"29","1990","Delta County","20991","227","271","-170","-44","3","500","20,491","8,372","2.45","10,082","17","1,710",
"29","1991","Delta County","21229","236","264","266","-28","4","652","20,577","8,635","2.38","10,085","14.4","1,450",
